Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Actual (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Volt (V),Oil Temp (F),RPM (RPM),Req Torque (Nm),TGV Map Ratio (mult),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.1-17011][2015 USDM WRX MT (PR3) COBB Custom Features Gen2][Reflash: JasonBeirbrauer_2015WRX_TGV_EGR_stg2_EBCS_v8.ptm - Realtime: JasonBeirbrauer_2015WRX_TGV_EGR_stg2_EBCS_v8.ptm]
10.076,-0.78,0.78,11.07,-1,100.0,14.36,20.33,11.13,3.00,on,11.10,190,1.000,0.0,0.00,0.00,2171,3,2.00,33.56,84,104,4.46,207,5441,380.00,1.000,100.0,64.31,0
10.093,-0.78,0.78,11.13,-1,97.6,14.36,20.18,11.13,2.97,on,11.10,190,1.000,0.0,0.00,0.00,2060,3,2.00,33.56,84,104,4.46,207,5515,365.68,1.000,100.0,64.31,0
10.106,0.00,0.78,11.11,-1,72.5,14.36,19.97,11.13,2.95,on,11.10,190,1.000,0.0,0.00,0.00,2109,3,2.50,33.25,84,104,4.48,207,5641,333.04,1.000,100.0,64.31,0
10.131,0.00,0.78,11.13,-1,58.0,14.36,19.28,11.13,2.92,on,11.10,190,1.000,0.0,0.00,0.00,2096,3,2.50,33.25,84,104,4.48,207,5716,257.64,1.000,100.0,64.31,0
10.144,0.00,0.78,11.16,-1,31.0,14.36,19.33,11.13,2.83,on,11.10,190,1.000,0.0,0.00,0.00,2108,3,2.50,33.25,84,104,4.48,207,5881,170.07,1.000,100.0,64.31,0
10.167,0.00,0.78,11.08,-2,18.4,14.36,18.08,11.13,2.82,on,11.10,190,1.000,0.0,0.00,0.00,2250,3,3.50,36.39,84,104,4.48,207,5956,112.64,1.000,46.1,0.39,0
10.172,0.00,0.78,11.25,-2,0.0,14.36,17.69,11.13,2.68,on,11.10,190,1.000,0.0,0.00,0.00,2261,3,3.50,36.39,84,104,4.48,207,6250,49.03,1.000,46.1,0.39,0
10.186,-0.78,0.78,11.21,-3,0.0,14.36,14.34,11.13,2.66,on,11.10,190,1.000,0.0,0.00,0.00,2134,3,4.50,33.85,84,104,4.48,207,6347,0.00,1.000,8.7,0.00,0
10.207,-0.78,0.78,11.11,-3,0.0,14.36,9.92,11.13,2.72,on,11.10,190,1.000,0.0,0.00,0.00,2241,3,4.50,33.85,84,104,4.48,207,6430,0.00,1.000,8.7,0.00,0
10.222,-0.78,0.78,12.35,-3,0.0,14.36,2.37,11.13,2.44,on,11.10,190,1.000,0.0,0.00,0.00,1079,3,4.50,33.85,84,104,4.48,207,6382,0.00,1.000,8.7,0.00,0
10.249,3.12,0.78,13.20,-4,0.0,14.36,-0.89,11.13,2.22,on,11.10,190,1.000,0.0,0.00,0.00,670,3,-24.00,39.48,84,104,2.42,207,6364,0.00,1.000,8.3,0.00,0
10.262,3.12,0.78,14.31,-4,0.0,14.36,-3.99,11.13,1.50,on,11.10,190,1.000,0.0,0.00,0.00,698,3,-24.00,39.48,84,104,2.42,207,6296,0.00,1.000,8.3,0.00,0
10.287,14.06,0.78,14.17,-4,0.0,14.36,-5.19,11.60,1.36,on,11.10,190,1.000,0.0,0.00,0.00,844,3,-23.00,49.70,84,104,2.10,207,6279,0.00,1.000,8.3,0.00,0
10.306,14.06,0.78,12.70,-4,0.0,14.36,-6.36,12.41,1.07,on,11.58,190,1.000,0.0,0.00,0.00,746,3,-23.00,49.70,84,104,2.10,207,6238,0.00,1.000,8.3,0.00,0
10.319,3.91,0.78,11.87,-3,0.0,14.36,-7.08,12.41,0.85,on,12.38,190,1.000,0.0,0.00,0.00,654,3,-25.00,26.52,84,104,1.76,207,6196,0.00,1.000,8.3,0.00,0
10.332,3.91,0.78,10.51,-3,0.0,14.36,-7.65,12.53,0.70,on,12.50,190,1.000,0.0,0.00,0.00,667,3,-25.00,26.52,84,104,1.76,207,6155,0.00,1.000,8.3,0.00,0
10.357,-11.72,0.78,10.17,-2,0.0,14.36,-8.38,12.53,0.61,on,12.50,190,1.000,0.0,0.00,0.00,625,3,-24.00,10.48,84,104,1.50,208,6139,0.00,1.000,8.3,0.00,0
10.371,-11.72,0.78,10.14,-2,0.0,14.36,-8.89,12.53,0.50,on,11.83,190,1.000,0.0,0.00,0.00,582,3,-24.00,10.48,86,104,1.50,208,6096,0.00,1.000,8.3,0.00,0
10.384,-11.72,0.78,10.14,-2,11.4,14.36,-9.23,12.53,0.41,on,12.06,190,1.000,0.0,0.00,0.00,572,3,-24.00,10.48,86,104,1.50,208,6060,78.51,1.000,8.3,0.00,0
10.408,0.00,0.78,10.14,-1,28.2,14.36,-9.51,12.53,0.39,off,12.06,190,1.000,0.0,0.00,0.00,725,3,-23.50,9.05,86,104,1.80,208,6037,161.28,1.000,22.4,0.00,0
10.427,0.00,0.78,10.16,-1,100.0,14.36,-8.37,12.53,0.43,off,12.30,190,1.000,0.0,0.00,0.00,945,3,-23.50,9.05,86,102,1.80,208,5979,244.55,1.000,22.4,0.00,0
10.440,-14.06,0.78,10.72,-1,100.0,14.36,-1.72,12.53,0.67,off,12.50,190,1.000,0.0,0.00,0.00,840,3,19.00,7.65,86,102,1.72,208,5983,380.00,1.000,100.0,5.49,0
10.456,-14.06,0.78,11.67,-1,100.0,14.36,1.75,12.53,1.58,off,12.50,190,1.000,0.0,0.00,0.00,1595,3,19.00,7.65,86,102,1.72,208,6006,380.00,1.000,100.0,5.49,0
10.473,3.91,0.78,12.34,-1,100.0,14.36,2.44,11.13,1.24,on,12.50,190,1.000,2.0,0.00,0.00,2199,3,3.00,15.40,86,102,3.64,208,6017,380.00,1.000,100.0,63.92,0
10.486,3.91,0.78,13.09,-1,100.0,14.36,3.11,11.50,1.56,on,11.10,190,1.000,3.0,0.00,0.00,2523,3,3.00,15.40,86,102,3.64,208,5987,380.00,1.000,100.0,63.92,0
10.509,3.91,0.78,12.32,-1,100.0,14.36,3.80,11.32,1.69,on,11.10,190,1.000,3.0,0.00,0.00,2226,3,3.00,15.40,86,102,3.64,208,5841,380.00,1.000,100.0,63.92,0
10.522,5.47,0.78,11.78,-1,100.0,14.36,4.86,11.32,1.69,on,11.47,190,1.000,3.0,0.00,0.00,2215,3,1.50,21.18,86,102,3.96,208,5730,380.00,1.000,100.0,63.92,0
10.535,5.47,0.78,10.63,-1,100.0,14.36,5.90,11.13,1.85,on,11.27,190,1.000,3.0,0.00,0.00,2232,3,1.50,21.18,88,102,3.96,208,5479,380.00,1.000,100.0,63.92,0
10.548,-3.12,0.78,10.33,-1,100.0,14.36,6.24,11.13,1.86,on,11.10,190,1.000,2.0,0.00,0.00,2197,3,-1.00,19.32,88,102,4.10,208,5327,380.00,1.000,100.0,63.92,0
10.562,-3.12,0.78,10.20,-1,100.0,14.36,7.74,11.13,2.00,on,11.10,190,1.000,2.0,0.00,0.00,2167,3,-1.00,19.32,88,102,4.10,208,5059,380.00,1.000,100.0,63.92,0
10.599,-6.25,0.78,10.22,-1,100.0,14.36,8.91,11.13,2.11,on,11.10,190,1.000,0.0,0.00,0.00,2260,0,-4.00,18.55,86,102,4.16,208,4830,380.00,1.000,100.0,59.61,0
10.603,-6.25,0.78,10.31,-1,100.0,14.36,10.44,11.13,2.22,on,11.10,190,1.000,0.0,0.00,0.00,2304,4,-4.00,18.55,86,102,4.16,208,4609,380.00,1.000,100.0,59.61,0
10.633,-6.25,0.78,10.49,-1,100.0,14.36,11.28,11.13,2.28,on,11.10,190,1.000,0.0,0.00,0.00,2265,4,-4.00,18.55,88,102,4.16,208,4471,380.00,1.000,100.0,59.61,0
10.638,-5.47,1.56,10.58,0,100.0,14.36,11.95,11.13,2.38,on,11.10,190,1.000,0.0,0.00,0.00,2097,4,-7.50,18.79,88,102,4.16,208,4288,380.00,1.000,100.0,49.41,0
10.662,-5.47,1.56,10.81,0,100.0,14.36,13.59,11.13,2.43,on,11.10,190,1.000,0.0,0.00,0.00,2208,4,-7.50,18.79,88,102,4.16,208,4092,380.00,1.000,100.0,49.41,0
10.665,-2.34,2.34,10.80,2,100.0,14.36,14.91,11.13,2.44,on,11.10,190,1.000,0.0,0.00,0.00,2346,4,-8.50,19.72,88,102,4.16,208,4020,380.00,1.000,100.0,49.41,0
10.680,-2.34,2.34,10.66,2,100.0,14.36,15.60,11.13,2.50,on,11.10,190,1.000,0.0,0.00,0.00,2251,4,-8.50,19.72,86,102,4.16,208,3944,380.00,1.000,100.0,49.41,0
10.708,-2.34,2.34,10.50,2,100.0,14.36,16.90,11.13,2.48,on,11.10,190,1.000,0.0,0.00,0.00,2370,4,-8.50,19.72,88,102,4.16,208,3908,380.00,1.000,100.0,49.41,0
10.721,-5.47,3.12,10.32,6,100.0,14.36,17.45,11.13,2.40,on,11.10,190,1.000,0.0,0.00,0.00,2239,4,-9.00,20.08,86,102,4.14,208,4018,380.00,1.000,100.0,49.41,0
10.735,-5.47,3.12,10.31,6,100.0,14.36,18.80,11.13,2.46,on,11.10,190,1.000,0.0,0.00,0.00,2401,4,-9.00,20.08,86,102,4.14,208,4092,380.00,1.000,100.0,49.41,0
10.756,-7.81,3.91,10.92,10,100.0,14.36,19.08,11.13,2.57,on,11.10,190,1.000,0.0,0.00,0.00,2321,4,-22.00,20.35,86,102,4.12,208,4170,380.00,1.000,100.0,49.41,0
10.770,-7.81,3.91,11.53,10,100.0,14.36,19.49,11.13,2.65,on,11.10,190,1.000,0.0,0.00,0.00,2156,4,-22.00,20.35,86,102,4.12,208,4134,380.00,1.000,100.0,49.41,0
10.799,0.78,4.69,11.75,15,100.0,14.36,20.24,11.13,2.70,on,11.10,190,1.000,0.0,0.00,0.00,2279,4,-23.50,21.07,86,102,4.24,208,4101,380.00,1.000,100.0,49.41,0
10.822,0.78,4.69,11.79,15,100.0,14.36,21.12,11.13,2.78,on,11.10,190,1.000,0.0,0.00,0.00,2236,4,-23.50,21.07,86,102,4.24,208,4088,380.00,1.000,100.0,49.41,0
10.842,2.34,4.69,11.62,17,100.0,14.36,22.09,11.13,2.75,on,11.10,190,1.000,0.0,0.00,0.00,1961,4,-10.50,23.55,86,102,4.26,208,4174,380.00,1.000,100.0,49.41,0
10.857,2.34,4.69,11.15,17,100.0,14.36,21.81,11.13,2.84,on,11.10,190,1.000,0.0,0.00,0.00,2197,4,-10.50,23.55,86,102,4.26,208,4248,380.00,1.000,100.0,49.41,0
10.865,-0.78,4.69,11.15,17,100.0,14.36,22.63,11.13,2.90,on,11.10,190,1.000,0.0,0.00,0.00,2142,4,-16.50,26.18,86,102,4.28,208,4232,380.00,1.000,100.0,49.41,0
10.884,-0.78,4.69,11.25,17,100.0,14.36,22.73,11.13,2.91,on,11.10,190,1.000,0.0,0.00,0.00,2202,4,-16.50,26.18,86,104,4.28,208,4154,380.00,1.000,100.0,49.41,0
10.900,-0.78,4.69,11.50,17,100.0,14.36,22.45,11.13,2.84,on,11.10,190,1.000,0.0,0.00,0.00,2196,4,-16.50,26.18,86,104,4.28,208,4071,380.00,1.000,100.0,49.41,0
10.930,0.00,4.69,11.71,17,100.0,14.36,23.41,11.13,2.78,on,11.10,190,1.000,0.0,0.00,0.00,2371,4,-10.50,25.18,86,104,4.30,208,4078,380.00,1.000,100.0,49.80,0
10.943,0.00,4.69,11.38,17,100.0,14.36,23.94,11.13,2.81,on,11.10,190,1.000,0.0,0.00,0.00,2204,4,-10.50,25.18,86,104,4.30,208,4152,380.00,1.000,100.0,49.80,0
10.967,1.56,4.69,11.86,16,100.0,14.36,23.74,11.13,2.82,on,11.10,190,1.000,0.0,0.00,0.00,2287,4,-5.50,23.91,86,104,4.24,208,4174,380.00,1.000,100.0,49.80,0
10.986,1.56,4.69,11.87,16,100.0,14.36,23.62,11.13,2.86,on,11.10,190,1.000,0.0,0.00,0.00,2174,4,-5.50,23.91,86,104,4.24,208,4238,380.00,1.000,100.0,49.80,0
10.999,3.91,4.69,11.87,15,100.0,14.36,23.67,11.13,2.87,on,11.10,190,1.000,0.0,0.00,0.00,2356,4,-5.00,27.12,86,104,4.24,208,4238,380.00,1.000,100.0,49.80,0
11.013,3.91,4.69,11.78,15,100.0,14.36,23.62,11.13,2.87,on,11.10,190,1.000,0.0,0.00,0.00,2289,4,-5.00,27.12,86,104,4.24,208,4254,380.00,1.000,100.0,49.80,0
11.030,3.91,4.69,11.54,14,100.0,14.36,23.23,11.13,2.87,on,11.10,190,1.000,0.0,0.00,0.00,2279,4,-1.00,26.33,86,104,4.24,208,4255,380.00,1.000,100.0,49.80,0
11.043,3.91,4.69,11.71,14,100.0,14.36,23.04,11.13,2.88,on,11.10,190,1.000,0.0,0.00,0.00,2176,4,-1.00,26.33,86,104,4.24,208,4288,380.00,1.000,100.0,49.80,0
11.071,3.91,4.69,11.81,14,100.0,14.36,22.96,11.13,2.87,on,11.10,190,1.000,0.0,0.00,0.00,2063,4,-1.00,26.33,86,104,4.24,208,4318,380.00,1.000,100.0,49.80,0
11.074,3.91,4.69,11.83,13,100.0,14.36,22.58,11.13,2.91,on,11.10,190,1.000,0.0,0.00,0.00,2103,4,-1.00,27.74,86,104,4.26,208,4352,380.00,1.000,100.0,49.80,0
11.090,3.91,4.69,11.73,13,100.0,14.36,22.82,11.13,2.92,on,11.10,190,1.000,0.0,0.00,0.00,2144,4,-1.00,27.74,86,104,4.26,208,4364,380.00,1.000,100.0,49.80,0
11.111,3.91,4.69,11.57,13,100.0,14.36,22.78,11.13,2.92,on,11.10,190,1.000,0.0,0.00,0.00,2014,4,-1.00,27.74,86,104,4.26,208,4383,380.00,1.000,100.0,49.80,0
11.124,3.91,4.69,11.12,13,100.0,14.36,22.47,11.13,2.95,on,11.10,190,1.000,0.0,0.00,0.00,2182,4,-1.00,29.92,86,104,4.24,208,4375,380.00,1.000,100.0,49.80,0
11.140,2.34,4.69,11.26,12,100.0,14.36,22.24,11.13,2.94,on,11.10,190,1.000,0.0,0.00,0.00,2234,4,-1.00,26.19,86,104,4.26,208,4385,380.00,1.000,100.0,49.80,0
11.163,2.34,4.69,10.98,12,100.0,14.36,21.72,11.13,2.92,on,11.10,190,1.000,0.0,0.00,0.00,2243,4,-1.00,26.19,86,104,4.26,208,4389,380.00,1.000,100.0,49.80,0
11.184,2.34,4.69,11.41,12,100.0,14.36,22.40,11.13,2.94,on,11.10,190,1.000,0.0,0.00,0.00,2167,4,-1.00,26.19,86,104,4.26,208,4395,380.00,1.000,100.0,49.80,0
11.199,2.34,4.69,11.29,11,92.2,14.36,21.78,11.13,2.95,on,11.10,190,1.000,0.0,0.00,0.00,2033,4,-1.00,28.14,86,104,4.24,208,4377,349.99,1.000,100.0,49.80,0
11.228,2.34,4.69,11.39,11,83.5,14.36,22.36,11.13,2.94,on,11.10,190,1.000,0.0,0.00,0.00,2223,4,-1.00,28.14,86,104,4.24,208,4379,336.80,1.000,100.0,49.80,0
11.241,3.12,4.69,11.02,11,58.4,14.36,22.07,11.13,2.92,on,11.10,190,1.000,0.0,0.00,0.00,2098,4,-1.00,28.92,86,104,4.24,208,4354,267.69,1.000,81.1,40.78,0
11.255,3.12,4.69,11.01,11,50.6,14.36,21.65,11.13,2.92,on,11.10,190,1.000,0.0,0.00,0.00,2291,4,-1.00,28.92,86,104,4.24,208,4358,246.98,1.000,81.1,40.78,0
11.276,0.78,4.69,11.01,10,36.5,14.36,21.60,11.13,2.92,on,11.10,190,1.000,0.0,0.00,0.00,2158,4,-1.00,26.99,86,104,4.22,208,4358,193.23,1.000,66.1,0.78,0
11.292,0.78,4.69,11.30,10,21.6,14.36,21.01,11.13,2.92,on,11.10,190,1.000,0.0,0.00,0.00,2111,4,-1.00,26.99,86,104,4.22,208,4362,150.00,1.000,66.1,0.78,0
11.306,2.34,4.69,11.23,10,6.3,14.36,19.63,11.13,2.90,on,11.10,190,1.000,0.0,0.00,0.00,2061,4,-1.00,27.84,86,104,4.20,208,4344,140.00,1.000,35.4,0.00,0
11.331,2.34,4.69,11.13,10,0.0,14.36,19.02,11.13,2.83,on,11.10,190,1.000,0.0,0.00,0.00,2245,4,-1.00,27.84,86,104,4.20,208,4338,135.00,1.000,35.4,0.00,0
11.346,2.34,4.69,10.96,10,0.0,14.36,17.03,11.13,2.70,on,11.10,190,1.000,0.0,0.00,0.00,2324,4,0.00,26.68,86,104,3.88,208,4312,125.00,1.000,29.9,0.00,0
11.368,2.34,4.69,10.75,10,0.0,14.36,15.83,11.13,2.61,on,11.10,190,1.000,0.0,0.00,0.00,2183,4,0.00,26.68,86,104,3.88,208,4279,115.00,1.000,29.9,0.00,0
11.374,2.34,4.69,10.44,10,0.0,14.36,14.31,11.13,2.53,on,11.10,190,1.000,0.0,0.00,0.00,1955,4,0.00,26.68,86,104,3.88,208,4257,110.00,1.000,29.9,0.00,0
11.402,-3.12,4.69,10.44,11,0.0,14.36,12.91,11.13,2.47,on,11.10,190,1.000,0.0,0.00,0.00,1309,4,1.00,22.58,86,104,3.38,208,4221,105.00,1.000,24.8,0.00,0
11.408,-3.12,4.69,10.69,11,0.0,14.36,11.14,11.13,2.39,on,11.10,190,1.000,0.0,0.00,0.00,959,4,1.00,22.58,86,106,3.38,208,4210,95.00,1.000,24.8,0.00,0
11.423,-3.12,4.69,11.24,11,0.0,14.36,8.67,11.13,2.21,on,12.18,190,1.000,0.0,0.00,0.00,847,4,1.00,22.58,86,106,3.38,208,4189,85.00,1.000,24.8,0.00,0
11.444,0.00,4.69,11.08,10,0.0,14.36,7.06,11.13,2.15,off,12.18,190,1.000,0.0,0.00,0.00,855,4,3.00,26.81,86,106,2.90,208,4176,80.00,1.000,20.9,0.00,0
11.460,0.00,4.69,11.21,10,0.0,14.36,4.04,11.13,1.78,off,13.25,190,1.000,0.0,0.00,0.00,896,4,3.00,26.81,86,104,2.90,208,4139,65.00,1.000,20.9,0.00,0
11.490,0.00,3.91,11.49,8,0.0,14.36,2.85,11.13,1.75,off,13.25,190,1.000,0.0,0.00,0.00,847,4,4.00,26.49,86,104,2.62,208,4146,60.00,1.000,16.9,0.00,0
11.503,0.00,3.91,12.01,8,0.0,14.36,-0.43,11.30,1.46,off,13.25,190,1.000,0.0,0.00,0.00,931,4,4.00,26.49,86,104,2.62,208,4250,45.00,1.000,16.9,0.00,0
11.527,0.00,3.12,12.83,6,0.0,14.36,-1.59,11.89,1.38,off,13.25,190,1.000,0.0,0.00,0.00,878,4,5.50,27.20,86,104,2.14,208,4265,40.00,1.000,13.4,0.00,0
11.546,0.00,3.12,14.21,6,0.0,14.36,-3.27,12.53,1.11,off,13.25,190,1.000,0.0,0.00,0.00,864,4,5.50,27.20,86,104,2.14,208,4246,29.50,1.000,13.4,0.00,0
11.570,0.00,2.34,14.35,3,0.0,14.36,-5.29,13.56,0.98,off,13.78,190,1.000,0.0,0.00,0.00,766,4,6.50,27.17,86,104,1.66,208,4227,28.50,1.000,11.4,0.00,0
11.594,0.00,2.34,14.66,3,0.0,14.36,-6.28,14.12,0.87,off,13.89,190,1.000,0.0,0.00,0.00,749,4,6.50,27.17,86,104,1.66,208,4212,27.50,1.000,11.4,0.00,0
11.606,0.00,1.56,14.54,1,2.0,14.36,-7.22,14.25,0.78,off,13.94,190,1.000,0.0,0.00,0.00,652,4,5.00,26.95,86,104,1.38,208,4196,26.50,1.000,11.0,0.00,0
11.624,0.00,1.56,14.92,1,6.3,14.36,-7.73,14.30,0.70,off,13.94,190,1.000,0.0,0.00,0.00,1003,4,5.00,26.95,86,104,1.38,208,4198,35.12,1.000,11.0,0.00,0
11.639,0.00,0.78,17.35,1,8.6,14.36,-8.28,14.39,0.63,off,13.99,190,1.000,0.0,0.00,0.00,1553,4,15.50,26.87,86,104,1.48,208,4198,57.73,1.000,12.2,0.00,0
11.653,0.00,0.78,17.26,1,8.2,14.36,-8.37,14.39,0.61,off,13.99,190,1.000,1.0,0.00,0.00,1519,4,15.50,26.87,86,104,1.48,208,4185,56.12,1.000,12.2,0.00,0
11.677,9.38,0.00,17.85,0,7.1,14.36,-8.22,14.30,0.54,on,14.36,190,1.000,3.0,0.00,0.00,1325,4,22.00,4.48,86,104,1.54,208,4223,46.12,1.000,14.2,0.00,0
11.701,9.38,0.00,19.29,0,5.5,14.36,-8.32,14.30,0.52,on,14.36,190,1.000,5.0,0.00,0.00,1149,4,22.00,4.48,86,104,1.54,208,4263,41.12,1.000,14.2,0.00,0
11.704,13.28,0.00,18.09,1,4.3,14.36,-8.67,14.21,0.50,on,14.25,190,1.000,6.0,0.00,0.00,1100,4,10.00,5.47,86,104,1.98,208,4273,31.12,1.000,11.8,0.00,0
11.719,13.28,0.00,14.61,1,0.0,14.36,-9.02,14.21,0.48,on,14.25,190,1.000,8.0,0.00,0.00,1165,4,10.00,5.47,86,104,1.98,208,4287,29.50,1.000,11.8,0.00,0
11.748,13.28,0.00,13.74,1,0.0,14.36,-9.36,14.12,0.45,on,14.20,190,1.000,8.0,0.00,0.00,1082,4,10.00,5.47,86,104,1.98,208,4300,29.00,1.000,11.8,0.00,0
11.761,-1.56,0.00,12.61,4,0.0,14.36,-9.64,14.21,0.41,on,14.20,190,1.000,10.0,0.00,0.00,934,4,27.00,4.58,86,102,1.66,208,4285,27.50,1.000,11.8,0.00,0
11.780,-1.56,0.00,12.26,4,0.0,14.36,-9.90,14.21,0.40,on,14.09,190,1.000,10.5,0.00,0.00,850,4,27.00,4.58,86,102,1.66,208,4273,27.00,1.000,11.8,0.00,0
11.793,-8.59,0.00,12.19,6,0.0,14.36,-10.05,14.21,0.37,on,14.20,190,1.000,10.0,0.00,0.00,787,4,27.00,3.62,86,102,1.60,208,4215,26.50,1.000,11.0,0.00,0
11.822,-8.59,0.00,12.07,6,0.0,14.36,-10.21,14.30,0.36,on,14.20,190,1.000,8.0,0.00,0.00,725,4,27.00,3.62,86,102,1.60,208,4183,25.50,1.000,11.0,0.00,0
11.826,-8.59,0.00,12.06,6,0.0,14.36,-10.25,14.39,0.34,on,14.20,190,1.000,7.0,0.00,0.00,658,4,27.00,3.62,86,102,1.60,208,4165,24.50,1.000,11.0,0.00,0
11.847,0.00,0.00,12.12,6,0.0,14.36,-10.53,14.39,0.31,off,14.09,190,1.000,6.0,0.00,0.00,610,4,26.00,3.55,86,102,1.54,208,4148,23.50,1.000,10.6,0.00,0
11.878,0.00,0.00,12.34,5,0.0,14.36,-10.69,14.48,0.28,off,14.20,190,1.000,5.0,0.00,0.00,514,4,25.00,3.53,86,102,1.46,208,4130,22.00,1.000,10.2,0.00,0
11.891,0.00,0.00,12.54,5,0.0,14.36,-10.85,14.48,0.27,off,14.20,190,1.000,4.0,0.00,0.00,471,4,25.00,3.53,86,102,1.46,208,4139,21.50,1.000,10.2,0.00,0
11.904,0.00,0.00,12.70,4,0.0,14.36,-10.94,14.39,0.26,off,14.15,190,1.000,3.0,0.00,0.00,397,4,24.50,3.55,86,102,1.48,208,4155,20.50,1.000,10.2,0.00,0
11.922,0.00,0.00,12.95,4,0.0,14.36,-10.98,14.39,0.25,off,14.15,190,1.000,2.0,0.00,0.00,426,4,24.50,3.55,86,102,1.48,208,4196,19.50,1.000,10.2,0.00,0
11.937,0.00,0.00,13.17,4,0.0,14.36,-11.06,14.30,0.23,off,14.04,190,1.000,1.0,0.00,0.00,440,4,24.50,3.55,86,102,1.48,208,4236,18.50,1.000,10.2,0.00,0
11.951,0.00,0.00,13.43,3,0.0,14.36,-11.13,14.30,0.23,off,13.89,190,1.000,0.0,0.00,0.00,419,4,23.00,3.61,86,102,1.46,208,4246,18.00,1.000,9.8,0.00,0
11.974,0.00,0.00,14.09,3,0.0,14.36,-11.25,14.21,0.22,off,13.78,190,1.000,0.0,0.00,0.00,396,4,23.00,3.61,86,102,1.46,208,4257,17.00,1.000,9.8,0.00,0
11.989,0.00,0.00,14.26,2,0.0,14.36,-11.26,14.21,0.21,off,13.73,192,1.000,0.0,0.00,0.00,402,4,22.50,3.63,86,102,1.44,208,4250,16.50,1.000,9.8,0.00,0
12.002,0.00,0.00,14.53,2,0.0,14.36,-11.27,14.30,0.21,off,13.78,192,1.000,0.0,0.00,0.00,384,4,22.50,3.63,86,102,1.44,208,4238,15.50,1.000,9.8,0.00,0
12.031,0.00,0.00,15.26,1,0.0,14.36,-11.39,14.30,0.19,off,13.89,192,1.000,0.0,0.00,0.00,404,4,21.50,3.60,86,102,1.44,208,4217,14.50,1.000,9.1,0.00,0
12.044,0.00,0.00,16.48,1,0.0,14.36,-11.40,14.30,0.18,off,13.89,192,1.000,0.0,0.00,0.00,418,4,21.50,3.60,86,102,1.44,208,4191,13.50,1.000,9.1,0.00,0
12.072,0.00,0.00,16.79,1,0.0,14.36,-11.46,14.39,0.18,off,13.94,192,1.000,0.0,0.00,0.00,375,4,21.50,3.60,86,102,1.44,208,4174,13.00,1.000,9.1,0.00,0
12.074,0.00,0.00,17.07,1,0.0,14.36,-11.57,14.39,0.18,off,14.04,192,1.000,0.0,0.00,0.00,378,4,20.00,3.56,86,102,1.38,208,4168,12.00,1.000,9.1,0.00,0
12.090,0.00,0.00,17.78,1,0.0,14.36,-11.59,14.39,0.17,off,14.09,192,1.000,0.0,0.00,0.00,408,4,20.00,3.56,86,102,1.38,208,4161,11.00,1.000,9.1,0.00,0
12.109,0.00,0.00,18.28,1,0.0,14.36,-11.65,14.39,0.17,off,13.84,192,1.000,0.0,0.00,0.00,399,4,20.00,3.56,86,102,1.38,208,4167,10.50,1.000,9.1,0.00,0
12.122,0.00,0.00,19.13,0,0.0,14.36,-11.65,14.39,0.16,off,13.84,192,1.000,0.0,0.00,0.00,375,4,19.50,3.56,86,102,1.38,208,4187,9.50,1.000,8.7,0.00,0
12.156,0.00,0.00,19.98,0,0.0,14.36,-11.63,14.30,0.16,off,13.78,192,1.000,0.0,0.00,0.00,403,4,18.00,3.59,86,100,1.32,208,4210,8.50,1.000,8.3,0.00,0
12.180,0.00,0.00,21.57,0,0.0,14.36,-11.73,14.30,0.14,off,13.78,192,1.000,0.0,0.00,0.00,417,4,18.00,3.59,86,100,1.32,208,4221,7.50,1.000,8.3,0.00,0
12.187,0.00,0.00,22.20,0,0.0,14.36,-11.79,14.30,0.14,off,13.73,192,1.000,0.0,0.00,0.00,415,4,18.00,3.59,86,100,1.32,208,4213,6.50,1.000,8.3,0.00,0
12.201,0.00,0.00,22.20,0,0.0,14.36,-11.85,14.30,0.13,off,13.68,192,1.000,0.0,0.00,0.00,421,4,17.50,3.60,86,100,1.34,208,4198,5.50,1.000,7.9,0.00,0
12.228,0.00,0.00,22.20,0,0.0,14.36,-11.87,14.39,0.13,off,13.68,192,1.000,0.0,0.00,0.00,425,4,17.50,3.60,86,100,1.34,208,4189,5.00,1.000,7.9,0.00,0
12.241,0.00,0.00,22.20,0,0.0,14.36,-11.87,14.39,0.12,off,13.68,192,1.000,0.0,0.00,0.00,431,4,16.00,3.56,86,100,1.26,208,4157,3.50,1.000,7.5,0.00,0
12.264,0.00,0.00,22.20,0,0.0,14.36,-11.92,14.39,0.12,off,13.63,192,1.000,0.0,0.00,0.00,435,4,16.00,3.56,86,100,1.26,208,4154,3.00,1.000,7.5,0.00,0
12.273,0.00,0.00,22.20,-1,0.0,14.36,-11.97,14.39,0.12,off,13.63,192,1.000,0.0,0.00,0.00,441,4,15.50,3.54,86,100,1.26,208,4152,2.00,1.000,7.5,0.00,0
